name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area,lat,lng,Walk Score,Bike Score,Transit Score
fully furnished  2 bed 1 den  1 bath,2000,"kelowna, bc",House,3,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1300,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1045,"kelowna, bc",House,1,1,laundry available,heating available,parking available,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
4 beds 5 baths house,4350,"kelowna, bc",House,4,5,in-unit laundry,gas heating,garage parking,central ac,unfurnished,dog friendly,1200,49.88698,-119.49661,64,98,59
private room for rent,1000,"kelowna, bc",Room,1,1,laundry available,heating available,parking available,ac available,furnished,No pets,150,49.88698,-119.49661,64,98,59
3 beds 1 5 bath house,2400,"kelowna, bc",House,3,1,in-unit laundry,gas heating,street parking,Not specified,unfurnished,No pets,1000,49.88698,-119.49661,64,98,59
1 bed 1 bathroom house,550,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
3 beds 3 baths house,3300,"kelowna, bc",House,3,3,in-unit laundry,gas heating,garage parking,central ac,Not specified,No pets,2000,49.88698,-119.49661,64,98,59
2 beds 2 baths apartment,2300,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,910,49.88698,-119.49661,64,98,59
2 beds 1 bath house,2200,"kelowna, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,1050,49.88698,-119.49661,64,98,59
3 beds 3 5 baths townhouse,3300,"kelowna, bc",Townhouse,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371,49.88698,-119.49661,64,98,59
1 bed 1 bath house,850,"kelowna, bc",House,1,1,laundry in building,central heating,parking available,central ac,Not specified,dog friendly,3500,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1500,"kelowna, bc",House,1,1,in-unit laundry,heating available,street parking,ac available,unfurnished,cat friendly,700,49.88698,-119.49661,64,98,59
3 beds 2 baths house,2795,"kelowna, bc",House,3,2,in-unit laundry,heating available,parking available,Not specified,Not specified,dog and cat friendly,1200,49.88698,-119.49661,64,98,59
3 beds 2 baths house,2600,"kelowna, bc",House,3,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1800,"kelowna, bc",House,2,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath house,850,"kelowna, bc",House,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1800,"kelowna, bc",House,2,1,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath house,850,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1650,49.88698,-119.49661,64,98,59
1 bed 1 bath apartment,1000,"kelowna, bc",Apartment/Condo,1,1,laundry in building,radiator heating,garage parking,ac available,Not specified,No pets,910,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1700,"kelowna, bc",House,2,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1000,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1600,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,950,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1200,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
private room for rent,750,"kelowna, bc",Room,1,1,laundry in building,central heating,street parking,central ac,furnished,cat friendly,150,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1500,"kelowna, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bdrm den condo,1900,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.88698,-119.49661,64,98,59
2 beds 1 bath apartment,2300,"kelowna, bc",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,910,49.88698,-119.49661,64,98,59
3 beds 2 baths house,2800,"kelowna, bc",House,3,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,dog and cat friendly,1350,49.88698,-119.49661,64,98,59
3 beds 3 baths house,3950,"kelowna, bc",House,3,3,Not specified,gas heating,garage parking,central ac,unfurnished,dog friendly,1200,49.88698,-119.49661,64,98,59
studio 1 bath house,500,"kelowna, bc",House,1,1,Not specified,central heating,garage parking,Not specified,Not specified,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath house,900,"kelowna, bc",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,dog friendly,1000,49.88698,-119.49661,64,98,59
1 bed 2 baths townhouse,2500,"kelowna, bc",Townhouse,1,2,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,950,49.88698,-119.49661,64,98,59
1 bed 1 bath apartment,2100,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,606,49.88698,-119.49661,64,98,59
2 beds 1 bath house,2200,"kelowna, bc",House,2,1,in-unit laundry,gas heating,street parking,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath townhouse,2300,"kelowna, bc",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371,49.88698,-119.49661,64,98,59
3 beds 2 baths house,2400,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 2 baths house,2400,"kelowna, bc",House,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 2 baths apartment,2200,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,910,49.88698,-119.49661,64,98,59
3 beds 1 bath house,2500,"kelowna, bc",House,3,1,laundry available,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
3 bedrrom 1 bathroom,2600,"kelowna, bc",House,3,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,1000,49.88698,-119.49661,64,98,59
3 beds 1 bath house,800,"kelowna, bc",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,150,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1600,"kelowna, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 2 baths apartment,2100,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,885,49.88698,-119.49661,64,98,59
1 bed 1 bath townhouse,1200,"kelowna, bc",Townhouse,1,1,laundry in building,central heating,garage parking,central ac,furnished,No pets,1371,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1900,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
3 beds 2 baths house,2600,"kelowna, bc",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1200,49.88698,-119.49661,64,98,59
4 beds 1 5 baths house,3500,"kelowna, bc",House,4,1,in-unit laundry,gas heating,garage parking,ac available,unfurnished,dog and cat friendly,1700,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1875,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,dog and cat friendly,1200,49.88698,-119.49661,64,98,59
2 beds 2 baths apartment,1900,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,Not specified,No pets,800,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1975,"kelowna, bc",House,1,1,in-unit laundry,electric heating,parking available,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1450,"kelowna, bc",House,1,1,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
private room for rent,1000,"kelowna, bc",Room,1,1,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.88698,-119.49661,64,98,59
3 beds 1 5 baths house,2850,"kelowna, bc",House,3,1,laundry in building,central heating,parking available,Not specified,unfurnished,dog and cat friendly,1200,49.88698,-119.49661,64,98,59
3 beds 2 baths townhouse,3300,"kelowna, bc",Townhouse,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog and cat friendly,1150,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
private room for rent,1200,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1000,"kelowna, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath apartment,1200,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,electric heating,Not specified,ac available,Not specified,No pets,910,49.88698,-119.49661,64,98,59
private room for rent,850,"kelowna, bc",Room,1,1,in-unit laundry,central heating,Not specified,central ac,furnished,No pets,150,49.88698,-119.49661,64,98,59
private room for rent,1150,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,furnished,No pets,150,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1900,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900,49.88698,-119.49661,64,98,59
5 beds 4 baths house,5000,"kelowna, bc",House,5,4,laundry available,central heating,garage parking,central ac,unfurnished,No pets,4000,49.88698,-119.49661,64,98,59
feb march availability at big white  sleeps 12  w private hot tub sauna  5 bedrooms  bbq,900,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.88698,-119.49661,64,98,59
3 beds 2 5 baths townhouse,5082,"kelowna, bc",Townhouse,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371,49.88698,-119.49661,64,98,59
studio 0 baths house,1700,"kelowna, bc",House,1,0,Not specified,heating available,street parking,Not specified,unfurnished,No pets,2000,49.88698,-119.49661,64,98,59
private room for rent,850,"kelowna, bc",Room,1,1,in-unit laundry,electric heating,street parking,central ac,furnished,No pets,150,49.88698,-119.49661,64,98,59
3 beds 3 baths apartment,1200,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.88698,-119.49661,64,98,59
1 bed 1 bath house,700,"kelowna, bc",House,1,1,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
studio 0 baths house,650,"kelowna, bc",House,1,0,Not specified,Not specified,street parking,Not specified,Not specified,dog and cat friendly,180,49.88698,-119.49661,64,98,59
2 beds 1 bath house,2100,"kelowna, bc",House,2,1,in-unit laundry,central heating,Not specified,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1750,"kelowna, bc",House,2,1,in-unit laundry,gas heating,street parking,Not specified,unfurnished,dog and cat friendly,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath in rutland,900,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.88698,-119.49661,64,98,59
3 bedroom 1 bathroom,2600,"kelowna, bc",House,3,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,1000,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1999,"kelowna, bc",House,2,1,in-unit laundry,heating available,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath apartment,2600,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,525,49.88698,-119.49661,64,98,59
4 beds 1 5 baths townhouse,3500,"kelowna, bc",Townhouse,4,1,in-unit laundry,electric heating,garage parking,ac available,unfurnished,dog friendly,1371,49.88698,-119.49661,64,98,59
3 beds 1 bath house,2750,"kelowna, bc",House,3,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1400,49.88698,-119.49661,64,98,59
private room for rent,900,"kelowna, bc",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,150,49.88698,-119.49661,64,98,59
2 beds 1 bath house,2600,"kelowna, bc",House,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,dog friendly,1200,49.88698,-119.49661,64,98,59
studio suite black mtn student rental,1600,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,910,49.88698,-119.49661,64,98,59
3 beds 3 baths townhouse,3200,"kelowna, bc",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371,49.88698,-119.49661,64,98,59
private room for rent,700,"kelowna, bc",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,cat friendly,150,49.88698,-119.49661,64,98,59
2 beds 2 baths house,2300,"kelowna, bc",House,2,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1600,49.88698,-119.49661,64,98,59
2 beds 1 bath house,2300,"kelowna, bc",House,2,1,in-unit laundry,Not specified,street parking,central ac,unfurnished,No pets,900,49.88698,-119.49661,64,98,59
large 2bdr 2bath suite,1900,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1100,49.88698,-119.49661,64,98,59
private room for rent,1150,"kelowna, bc",Room,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,150,49.88698,-119.49661,64,98,59
3 bedroom 3 bathroom townhouse,3200,"kelowna, bc",Townhouse,3,3,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371,49.88698,-119.49661,64,98,59
master bedroom rental in 2 bedroom condo,1450,"kelowna, bc",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.88698,-119.49661,64,98,59
1 bed 1 bath house,750,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath house,1700,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath house,1830,"kelowna, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200,49.88698,-119.49661,64,98,59
1 bed 1 bath apartment,1800,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.88698,-119.49661,64,98,59
1 bed 1 bath house,975,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200,49.88698,-119.49661,64,98,59
2 beds 1 bath house,2400,"kelowna, bc",House,2,1,in-unit laundry,gas heating,parking available,central ac,Not specified,dog and cat friendly,1062,49.88698,-119.49661,64,98,59
3 beds 3 baths townhouse,2900,"kelowna, bc",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1371,49.88698,-119.49661,64,98,59
private room for rent,3000,"kelowna, bc",Townhouse,3,2,laundry available,Not specified,garage parking,Not specified,unfurnished,No pets,1371,49.88698,-119.49661,64,98,59
1 bed 1 bath apartment,1375,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.88698,-119.49661,64,98,59
2 bedroom basement,1900,"kelowna, bc",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.88698,-119.49661,64,98,59
3 beds 3 baths apartment,3000,"kelowna, bc",Apartment/Condo,3,3,in-unit laundry,Not specified,garage parking,ac available,unfurnished,No pets,910,49.88698,-119.49661,64,98,59
room for rent,850,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.88698,-119.49661,64,98,59
1 bed 1 bath apartment,1700,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,774,49.88698,-119.49661,64,98,59
